"business_id","name","address","city","state","latitude","longitude","phone_number"
"FA0005611","CAPAY VALLEY BED & BREAKFAST","15875 HWY 16","Capay","CA",38.7092877,-122.1212532,"+15307963738"
"FA0017796","CAPITAL CITY CATERING","1009 9TH ST","Sacramento","CA",38.5802331,-121.4947006,"+19166416111"
"FA0000310","CAPITAL GAS MART","1401 W CAPITOL AVE","West Sacramento","CA",38.5802537,-121.5268495,"+19164719192"
"FA0001775","CAPITOL BOWL","900 W CAPITOL AVE","West Sacramento","CA",38.5828935,-121.5197793,"+19163715631"
"FA0001142","CARL'S JR RESTAURANT #8747","1616 COVELL BLVD","Davis","CA",38.5620726,-121.73154,"+15307688414"
"FA0001143","CARL'S JR RESTAURANT #8753","854 HARBOR BLVD","West Sacramento","CA",38.577252,-121.5492477,"+19163712015"
"FA0010477","CARL'S JR RESTAURANT #8756","1556 E MAIN ST","Woodland","CA",38.6768821,-121.749131,"+15306697124"
"FA0016042","CARL'S JR RESTAURANT #8758","1701 COWELL BLVD","Davis","CA",38.5403164,-121.730973,"+15307561626"
"FA0001144","CARL'S JR RESTAURANT #8768","98 W MAIN ST","Woodland","CA",38.6778538,-121.7882881,"+15306681289"
"FA0001147","CAROL'S RESTAURANT","1201 W CAPITOL AVE","West Sacramento","CA",38.5809042,-121.5240354,"+19163724631"
"FA0002175","CASA RUIZ","15190 HWY 113","Woodland","CA",38.71833,-121.7646589,"+15303834745"
"FA0001267","CEASAR CHAVEZ ELEMENTARY SCHOOL","1221 ANDERSON RD","Davis","CA",38.5541461,-121.7601368,"+15307592186"
"FA0003981","CENARIO'S PIZZA","1300 COVELL BLVD","Davis","CA",38.5608829,-121.734792,"+15307591100"
"FA0003686","CENTURY CHEVRON","1015 W JEFFERSON BLVD","West Sacramento","CA",38.5746646,-121.523887,"+19163717188"
"FA0016533","CHAND'S INDIAN GROCERIES","115 W MAIN ST","Woodland","CA",38.6770655,-121.7893068,"+15308486504"
"FA0014176","CHEERS OF WEST SACRAMENTO","2435 W CAPITOL AVE","West Sacramento","CA",38.579323,-121.54299,"+19163718511"
"FA0016626","CHEF AND BAKER EVENTS AND CATERING","1431 DEL PASO BLVD","Sacramento","CA",38.6060353,-121.4598834,"+19165887885"
"FA0017851","CHENGDU TASTE RESTAURANT","737 RUSSELL BLVD","Davis","CA",38.547577,-121.7590916,"+16268238260"
"FA0001018","CHEVRON #1582 - FOOD","4800 W CAPITOL AVE","West Sacramento","CA",38.5760303,-121.5763085,""
"FA0001351","CHICAGO CAFE","411 MAIN ST","Woodland","CA",38.677857,-121.775475,"+15306622292"
"FA0016693","CHICKPEAS","640 W COVELL BLVD","Davis","CA",38.5597532,-121.7568926,"+15305742868"
"FA0000099","CHILES ROAD CHEVRON","4475 CHILES RD","Davis","CA",38.5510876,-121.6964029,"+15307564250"
"FA0001179","CHINA SMORGI","14 W COURT ST","Woodland","CA",38.6792543,-121.7848674,"+15306661210"
"FA0004762","CHIPOTLE MEXICAN GRILL #108 - DAVIS","227 E ST","Davis","CA",38.5440242,-121.7416385,"+15307583599"
"FA0012999","CHIPOTLE MEXICAN GRILL #1405","775 IKEA CT","West Sacramento","CA",38.5900178,-121.5498469,"+19166172545"
"FA0001066","CHUY'S TAQUERIA","204 RAILROAD AVE","Winters","CA",38.5211779,-121.968659,"+15307959811"
"FA0003751","CHUY'S TAQUERIA #2","1260 LAKE BLVD","Davis","CA",38.5539717,-121.7868437,"+15307564183"
"FA0006963","CIGARETTE MART","1600 SACRAMENTO AVE","West Sacramento","CA",38.5912768,-121.5394262,"+19167155028"
"FA0013863","CINDY'S KOW THAI","4823 CHILES RD","Davis","CA",38.5511604,-121.6935545,"+15307569894"
"FA0016631","CIOCOLAT","415 2ND ST","Davis","CA",38.5432277,-121.7426704,"+15307584940"
"FA0003294","CIRCLE A FOOD STORE INC","1506 SACRAMENTO AVE","West Sacramento","CA",38.590911,-121.537145,"+19163725273"
"FA0000461","CIRCLE K STORE #2701914","1930 LAKE BLVD","Davis","CA",38.5602619,-121.7856181,"+19097325255"
"FA0016661","CITRUS PLAZA CAFE & BAKERY","6240 SAN JUAN AVE","Citrus Heights","CA",38.6797553,-121.2906732,"+19163902585"
"FA0002235","CITY DOUNUT","1001 JEFFERSON BLVD","West Sacramento","CA",38.5752417,-121.5238581,"+19163725342"
"FA0016722","CLAUDIA MARIE DESIGN","838 D ST","Davis","CA",38.5520764,-121.7443394,"+15304008238"
"FA0010154","CLOUD FOREST CAFE & JUICE BAR","222 D ST","Davis","CA",38.5439551,-121.7419751,"+15307532164"
"FA0015640","CLUB BALANCE","2945 W CAPITOL AVE","West Sacramento","CA",38.5791469,-121.5495959,"+19167966548"
"FA0002231","CLUB PHEASANT","2525 JEFFERSON BLVD","West Sacramento","CA",38.5519042,-121.5372209,"+19163719530"
"FA0015524","COCINA DONA CHUYITA","1035-C DREVER ST","West Sacramento","CA",38.5726539,-121.5232028,"+19165720066"
"FA0017262","COFFEE SHOTS","620 W COVELL BLVD #A","Davis","CA",38.5603278,-121.7567594,"+15305742868"
"FA0016553","COLLINGS TEEN CENTER","1541 MERKLEY AVE","West Sacramento","CA",38.578782,-121.5282079,"+19168570660"
"FA0017784","COLONIAL ENERGY CE 30127","901 EAST ST","Woodland","CA",38.6680106,-121.7651586,"+17147615426"
"FA0017785","COLONIAL ENERGY CE 40141","3180 JEFFERSON BLVD","West Sacramento","CA",38.5396152,-121.5509163,"+17147615426"
"FA0011896","COMFORT SUITES","2080 FREEWAY DR","Woodland","CA",38.6746587,-121.7249744,"+15307235900"
"FA0003805","COMMON GROUNDS COFFEE","2171 COWELL BLVD","Davis","CA",38.5412832,-121.7238051,"+15307921781"
"FA0014812","COMMON GROUNDS COFFEE #1","729 MAIN ST","Woodland","CA",38.677703,-121.7708458,""
"FA0017874","CONSUMNES RIVER COLLEGE","8401 CENTER PARKWAY","Sacramento","CA",38.4535803,-121.4216495,"+19165683039"
"FA0002059","COOKIE COMPANY","710 MAIN ST","Woodland","CA",38.677266,-121.7714116,"+15306627920"
"FA0016997","CORKWOOD RESTAURANT","117 W COURT ST","Woodland","CA",38.678687,-121.7897243,"+15306629386"
"FA0010563","COSTCO WHOLESALE #1003 - WHSE","2299 BRONZE STAR DR","Woodland","CA",38.671721,-121.7227303,"+15304062120"
"FA0004647","COUNTRY WAFFLES","383 W MAIN ST","Woodland","CA",38.6773262,-121.8020909,"+15306684920"
"FA0001879","COUNTRY WEST LIQUOR","3071 W CAPITOL AVE","West Sacramento","CA",38.578944,-121.550395,"+19163727518"
"FA0001190","COUNTY FAIR MOVIES 5","1579-A EAST ST","Woodland","CA",38.6596628,-121.7652801,"+15306610769"
"FA0016378","COURT STREET CAFE","929 COURT ST","Woodland","CA",38.6789984,-121.7684093,"+15306681322"
"FA0001227","CRACCHIOLO'S MARKET","1320 E MAIN ST","Woodland","CA",38.6770935,-121.7610729,"+15306623213"
"FA0004831","CREPEVILLE","330 3RD ST","Davis","CA",38.5439519,-121.7438206,"+15307502400"
"FA0001445","CROSS COURT ATHLETIC CLUB","433 W CROSS ST","Woodland","CA",38.6718,-121.7909836,"+15306661319"
"FA0014859","CRYSTAL PURE WATER","3069 W CAPITOL AVE","West Sacramento","CA",38.5787898,-121.5504006,"+19167528129"
"FA0009632","CULTIVE FROZEN YOGURT","231 E ST","Davis","CA",38.5441669,-121.741669,"+15307585555"
"FA0001568","CVS PHARMACY #9142 - FOOD","1550 E COVELL BLVD","Davis","CA",38.5609634,-121.7319704,"+15307534000"
"FA0001569","CVS PHARMACY #9180","7 W MAIN ST","Woodland","CA",38.6761629,-121.7844082,"+15306662431"
"FA0001570","CVS PHARMACY #9282 - FOOD","1471 W COVELL BLVD","Davis","CA",38.5615297,-121.7664437,"+15307571002"
"FA0001266","DA VINCI HIGH SCHOOL","1400 E 8TH ST","Davis","CA",38.5528231,-121.7333539,"+15307575470"
"FA0003064","DAVIS 1 STOP","2002 LYNDELL TR","Davis","CA",38.561485,-121.76991,"+15307566782"
"FA0014146","DAVIS BEER SHOP","211 G ST","Davis","CA",38.5439798,-121.7393222,""
"FA0001526","DAVIS BREAD & DESSERTS","720 OLIVE DR","Davis","CA",38.5387932,-121.7389334,""
"FA0014078","DAVIS COMMUNITY CHURCH - COMMISSARY","412 C ST","Davis","CA",38.5460032,-121.7434641,"+15307532894"
"FA0002483","DAVIS COMMUNITY MEALS","640 HAWTHORN ST","Davis","CA",38.5492335,-121.7613899,""
"FA0014395","DAVIS CREAMERY","113 E ST","Davis","CA",38.5424621,-121.7410197,"+15305644315"
"FA0001253","DAVIS FOOD CO-OP","620 G ST","Davis","CA",38.5495808,-121.7398325,"+13067582667"
"FA0016070","DAVIS GAS & SHOP","4480 CHILES RD","Davis","CA",38.5503062,-121.6967124,""
"FA0000130","DAVIS GOLF COURSE","24439 FAIRWAY DR","Davis","CA",38.5836384,-121.7720398,"+15307564010"
"FA0014023","DAVIS GROCERY OUTLET","1800 E 8TH ST","Davis","CA",38.5526436,-121.7304797,"+15307574430"
"FA0001687","DAVIS HOLIDAY 6","101 F ST","Davis","CA",38.5424519,-121.740075,""
"FA0007574","DAVIS LODGE / ODD FELLOWS #169","415 2ND ST","Davis","CA",38.5432277,-121.7426704,"+15307584940"
"FA0002113","DAVIS NOODLE CITY","129 E ST","Davis","CA",38.542679,-121.741271,"+15307532618"
"FA0011013","DAVIS QUICKLY LLC","640 W COVELL BLVD","Davis","CA",38.5597532,-121.7568926,"+15307501888"
"FA0001716","DAVIS SENIOR CENTER - ENP","646 A ST","Davis","CA",38.5488794,-121.7471394,""
"FA0000544","DAVIS SENIOR HIGH SCHOOL","315 W 14TH ST","Davis","CA",38.5574992,-121.7509857,"+15307575400"
"FA0003581","DAVIS STADIUM 5","420 G ST","Davis","CA",38.5467997,-121.7395279,"+15302689498"
"FA0001968","DAVIS SUSHI BUFFET JAPANESE","707 2ND ST","Davis","CA",38.54369,-121.739593,"+19162304848"
"FA0000172","DAVIS VALERO","4810 CHILES RD","Davis","CA",38.5504857,-121.6934071,"+15307538548"
"FA0006776","DAVIS VARSITY THEATRE","616 2ND ST","Davis","CA",38.5430547,-121.7403305,"+15307585264"
"FA0003459","DAYS INN - DAVIS","4100 CHILES RD","Davis","CA",38.5499652,-121.7015106,"+15307920800"
"FA0014861","DAYS INN - FOOD","1524 E MAIN ST","Woodland","CA",38.6761159,-121.7498958,"+15306663800"
"FA0014692","DE VERE'S IRISH PUB","217 E ST","Davis","CA",38.543758,-121.7415364,"+15302045533"
"FA0003620","DEL TACO #922","841 HARBOR BLVD","West Sacramento","CA",38.5781886,-121.5482487,"+19163713284"
"FA0003255","DEL TACO RESTAURANT #816","1649 RESEARCH PARK DR","Davis","CA",38.5405799,-121.7318513,"+15307576976"
"FA0001404","DEL VALLE SUPERMARKET","500 KENTUCKY AVE","Woodland","CA",38.6914967,-121.7740896,"+15306620676"
"FA0015749","DELHI BAZAR","2905 W CAPITOL AVE","West Sacramento","CA",38.5788491,-121.549673,""
"FA0002016","DELTA OF VENUS CAFE","122 B ST","Davis","CA",38.5420476,-121.7441554,"+15307538639"
"FA0001431","DENNY'S #2025","1568 E MAIN ST","Woodland","CA",38.6768109,-121.7484967,"+15306664001"
"FA0001430","DENNY'S #8032","30050 BARNARD CT","Woodland","CA",38.7003577,-121.7838388,"+15306621328"
"FA0014574","DENNY'S RESTAURANT","1235 HARBOR BLVD","West Sacramento","CA",38.5734881,-121.549132,""
"FA0016876","DICKEY'S BARBECUE PIT","401 PIONEER AVE","Woodland","CA",38.6766036,-121.7462254,"+15304068578"
"FA0016745","DICKEY'S BARBECUE PIT","2155 TOWN CENTER PLZ","West Sacramento","CA",38.5505862,-121.5386539,"+19163718638"
"FA0016189","DICKEY'S BARBECUE PIT","640 W COVELL BLVD","Davis","CA",38.5597532,-121.7568926,"+15303410623"
"FA0017865","DICKEY'S BBQ PIT - CATERING","401 PIONEER AVE","Woodland","CA",38.6766036,-121.7462254,"+15304060227"
"FA0001165","DING HOW RESTAURANT","640 COVELL BLVD","Davis","CA",38.5597532,-121.7568926,"+15307533590"
"FA0002089","DINGLE ELEMENTARY SCHOOL","625 ELM ST","Woodland","CA",38.672955,-121.776473,"+15306627084"
"FA0012089","DK'S PLACE","1495 EAST ST","Woodland","CA",38.6610909,-121.7653125,"+15308483884"
"FA0015513","DOLLAR GENERAL STORE #14271","9 MAIN ST","Woodland","CA",38.6784604,-121.783461,"+15304059719"
"FA0016333","DOLLAR GENERAL STORE #14552","176 E GRANT AVE","Winters","CA",38.5263731,-121.966984,"+17076934096"
"FA0017259","DOLLAR GENERAL STORE #16171","26875 STATE HIGHWAY 16","Esparto","CA",38.6882465,-122.01391,"+15305078988"
"FA0006853","DOLLAR TREE #3475","1800 E 8TH ST","Davis","CA",38.5526436,-121.7304797,"+15307566618"
"FA0015708","DOLLAR TREE STORE #05241","2105 TOWN CENTER PLZ","West Sacramento","CA",38.5504018,-121.534824,"+12096583355"
"FA0001191","DOLLAR TREE STORE #1215","3015 W CAPITOL AVE","West Sacramento","CA",38.5770691,-121.5503705,"+19163726080"
"FA0002251","DOLLAR TREE STORES  #1206","18 W COURT ST","Woodland","CA",38.6800267,-121.7851923,"+15306689898"
"FA0014663","DOLLAR TREE STORES #4760","441 PIONEER AVE","Woodland","CA",38.6754408,-121.745332,"+15306684600"
"FA0010155","DOMINO'S PIZZA","2038 LYNDELL TR","Davis","CA",38.5625418,-121.7689,"+15307565161"
"FA0006622","DOMINO'S PIZZA","1370 E MAIN ST","Woodland","CA",38.675975,-121.7580701,"+15306616363"
"FA0001729","DON'S DINER","646 COTTONWOOD ST","Woodland","CA",38.6727151,-121.7933706,"+15306697851"
"FA0001294","DONUT STAR","93 W COURT ST","Woodland","CA",38.6787063,-121.7884301,""
"FA0002619","DOS COYOTES BORDER CAFE - CATERING","1411 W COVELL BLVD","Davis","CA",38.5624193,-121.7657087,"+15307530202"
"FA0004728","DOS COYOTES BORDER CAFE - COWELL","2191 COWELL BLVD","Davis","CA",38.5410069,-121.7237509,"+15307581400"
"FA0001209","DOS COYOTES BORDER CAFE - W COVELL","1411 W COVELL BLVD","Davis","CA",38.5624193,-121.7657087,"+15307530922"
"FA0016505","DULCE VIDA","2 W COURT","Woodland","CA",38.6792452,-121.7844783,"+19257790397"
"FA0014931","DUNNIGAN CHEVRON","4040 CR 89","Dunnigan","CA",38.8812001,-121.9713598,"+15307240108"
"FA0017404","DUNNIGAN EXPRESS","29029 CR 6","Dunnigan","CA",38.8816127,-121.9684782,"+15108623333"
"FA0014940","DUNNIGAN MARKET","3660 CR 99W","Dunnigan","CA",38.8857897,-121.9708846,"+15306625435"
"FA0015104","DUTCH BROS COFFEE","980 OLIVE DR","Davis","CA",38.5405026,-121.7385416,"+15303120608"
"FA0006253","DUTCH BROS COFFEE","1332 E MAIN ST","Woodland","CA",38.6770308,-121.7604155,"+15306622479"
"FA0010522","DUTCH BROS COFFEE","7 MAIN ST","Woodland","CA",38.677715,-121.7833483,"+15306622479"
"FA0012886","EARTH'S FRESH FOOD MARKET","3170 JEFFERSON BLVD","West Sacramento","CA",38.5404487,-121.5496951,""
"FA0006437","EASTSIDE CHEF","2105 TOWN CENTER PLZ","West Sacramento","CA",38.5504018,-121.534824,"+19163716188"
"FA0014482","ECONO LODGE - DAVIS","221 D ST","Davis","CA",38.5436297,-121.7427581,"+15307561040"
"FA0002478","ECONOMY FOOD STORE","7 W COURT ST","Woodland","CA",38.6786173,-121.7848165,"+15306613771"
"FA0001985","EL BUEN GUSTO","155 5TH ST","Woodland","CA",38.6805236,-121.7675515,"+15306666866"
"FA0010693","EL CHARRO RESTAURANT & BAR","415-417 MAIN ST","Woodland","CA",38.6777624,-121.7755344,"+15306613166"
"FA0016839","EL CHINO MINI MARKET","2501 CR 88","Dunnigan","CA",38.9036293,-121.9871041,"+15309086470"
"FA0001311","EL MACERO COUNTRY CLUB","44571 CLUBHOUSE DR","El Macero","CA",38.543873,-121.683323,"+15307533363"
"FA0003705","EL PATIO","1016 GIBSON RD","Woodland","CA",38.6623924,-121.766321,"+15306619000"
"FA0006448","EL PUEBLO MEAT MARKET/DELI","43 MAIN ST","Winters","CA",38.5215656,-121.9703157,"+15307953450"
