"business_id","name","address","city","state","postal_code","latitude","longitude"
42,"360 GOURMET BURRITOS","853 MARINA VILLAGE PKWY","Alameda","CA","94501",37.78421505,-122.27107273
43,"37 DEGREE DESSERT CAFE","43743 BOSCELL RD","Fremont","CA","94538",37.51032529,-121.98440667
44,"3D GOURMET CATERING","39233 CEDAR BLVD","Newark","CA","94560",37.5228994,-122.00371793
45,"3-D RESTAURANT","39169 CEDAR BLVD","Newark","CA","94560",37.52314326,-122.00420826
46,"3 RINGS WINE & SPIRIT","501 E 18TH ST","Oakland","CA","94606",37.79771837,-122.24940954
47,"3 RING WINE & SPIRIT","15257 HESPERIAN BLVD","San Leandro","CA","94578",37.69623662,-122.12994054
48,"3 RING WINE & SPIRITS","15100 E 14TH ST","San Leandro","CA","94578",37.7047822,-122.12785954
49,"3 SEASONS THAI BISTRO","1506 LEIMERT BLVD","Oakland","CA","94602",37.81172867,-122.20963591
50,"41ST DISCOUNT","4055 TELEGRAPH AVE","Oakland","CA","94609",37.83022198,-122.2641837
51,"451 HEGENBERGER GAS INC","451 HEGENBERGER RD","Oakland","CA","94621",37.73489592,-122.19760478
52,"475 CAFE","475 14TH ST","Oakland","CA","94612",37.80477635,-122.27238684
53,"47TH GROCERY","4701 FOOTHILL BLVD","Oakland","CA","94601",37.77285615,-122.20798696
54,"4 M FOODS","6349 MACARTHUR BLVD","Oakland","CA","94605",37.77638729,-122.18377599
55,"580 VASCO CORPORATION","816 N VASCO RD","Livermore","CA","94590",37.71143024,-121.72432432
56,"5 CINCO DE MAYO","3340 E 12TH ST","Oakland","CA","94601",37.77292445,-122.21924062
57,"5 STAR LIQUOR","35111 NEWARK BLVD C","Newark","CA","94560",37.54997764,-122.04837028
58,"65TH ST MARKET","6444 SAN PABLO AVE","Oakland","CA","94608",37.84759,-122.2851979
59,"66 BANCROFT MARKET","6633 BANCROFT AVE","Oakland","CA","94605",37.76974968,-122.18312509
60,"7-11 STORE #36020","15609 HESPERIAN BLVD","San Lorenzo","CA","94580",37.6861342,-122.12999918
61,"76 ARDENWOOD","34867 ARDENWOOD BLVD","Fremont","CA","94555",37.55228306,-122.05300145
62,"76 C-STOP","6125 TELEGRAPH AVE","Oakland","CA","94609",37.84706056,-122.26097706
63,"76 DEAL FOOD MART","1974 W TENNYSON RD","Hayward","CA","94545",37.6315979,-122.08837912
64,"77 DISCOUNT MARKET","7618 INTERNATIONAL BLVD","Oakland","CA","94621",37.75807891,-122.18470008
65,"7 AMIGOS MARKET","8135 BANCROFT AVE","Oakland","CA","94605",37.76113164,-122.17167908
66,"7-ELEVEN","1339 N VASCO RD","Livermore","CA","94550",37.71825459,-121.72417669
67,"7-ELEVEN #18216","2411 MACARTHUR BLVD","Oakland","CA","94602",37.79971465,-122.21366778
68,"7-ELEVEN","200 N GREENVILLE RD","Livermore","CA","94551",37.71006823,-121.69884616
69,"7-ELEVEN","2301 LINCOLN AVE","Alameda","CA","94501",37.76776336,-122.24382965
70,"7 ELEVEN #2366-35518","15350 E 14TH ST","San Leandro","CA","94578",37.70400399,-122.12664603
71,"7-ELEVEN #2366-35518","15350 E 14TH ST","San Leandro","CA","94578",37.70400895,-122.12665919
72,"7 ELEVEN #2366-35697A","39450 FREMONT ST","Fremont","CA","94538",37.54503486,-121.98133283
73,"7-ELEVEN #2366-35697A","39450 FREMONT ST","Fremont","CA","94538",37.54503982,-121.98134596
74,"7-ELEVEN 2366-35737A","42245 FREMONT BLVD","Fremont","CA","94538",37.52208829,-121.95700541
75,"7-ELEVEN 2366-36794A","494 MOWRY AVE","Fremont","CA","94536",37.56801409,-121.97198435
76,"7-ELEVEN 2369-35485A","7120 DUBLIN BLVD","Dublin","CA","94568",37.70596732,-121.92338488
77,"7-ELEVEN","25965 INDUSTRIAL BLVD","Hayward","CA","94545",0,0
78,"7-ELEVEN #33005","245 S VASCO RD","Livermore","CA","94550",37.7040737,-121.72129676
79,"7 ELEVEN #33480","891 AIRWAY BLVD","Livermore","CA","94551",37.69774057,-121.78730736
80,"7-ELEVEN #33637","39620 CEDAR BLVD","Newark","CA","94560",37.52203611,-121.99910336
81,"7-ELEVEN #39541","4251 INTERNATIONAL BLVD","Oakland","CA","94601",37.77628835,-122.22311456
82,"7-ELEVEN","4000 SAN PABLO AVE","Emeryville","CA","94608",37.83083931,-122.27977412
83,"7-ELEVEN","4251 INTERNATIONAL BLVD","Oakland","CA","94601",37.77628835,-122.22311456
84,"7-ELEVEN","700 W A ST","Hayward","CA","94541",37.66592112,-122.11395168
85,"7-ELEVEN FOOD STORE #14170","5741 THORNHILL DR","Oakland","CA","94611",37.834639,-122.21217451
86,"7-ELEVEN FOOD STORE #14174","3500 GRAND AVE","Oakland","CA","94610",37.81523057,-122.24583695
87,"7-ELEVEN FOOD STORE #14175","24883 SANTA CLARA AVE","Hayward","CA","94544",37.65058727,-122.09310032
88,"7-ELEVEN FOOD STORE #14178","4720 MACARTHUR BLVD","Oakland","CA","94619",37.785173,-122.19005629
89,"7-ELEVEN FOOD STORE #14180","477 HACIENDA AVE","San Lorenzo","CA","94580",37.67480105,-122.12205482
90,"7-ELEVEN FOOD STORE #14182","2175 ALDENGATE WAY","Hayward","CA","94545",37.63342346,-122.09682828
91,"7-ELEVEN FOOD STORE #14184","1711 159TH AVE","San Leandro","CA","94578",37.70305694,-122.11768251
92,"7-ELEVEN FOOD STORE #14186","375 W TENNYSON RD","Hayward","CA","94544",37.63325139,-122.0656543
93,"7-ELEVEN FOOD STORE #14187","4193 CENTRAL AVE","Fremont","CA","94538",37.55261935,-122.00693683
94,"7-ELEVEN FOOD STORE #14188","122 GABLE DR","Fremont","CA","94538",37.47867085,-121.92064068
95,"7-ELEVEN FOOD STORE # 14190","15651 WASHINGTON AVE","San Lorenzo","CA","94580",37.68182122,-122.13769784
96,"7-ELEVEN FOOD STORE #14191","1988 167TH AVE","San Leandro","CA","94578",37.69674715,-122.10236388
97,"7-ELEVEN FOOD STORE #14193","639 BUENA VISTA AVE","Alameda","CA","94501",37.77731217,-122.27932981
98,"7-ELEVEN FOOD STORE #14194","11920 DUBLIN GREEN DR","Dublin","CA","94568",37.70996097,-121.93975515
99,"7-ELEVEN FOOD STORE #14195","5724 THORNTON AVE A","Newark","CA","94560",37.54009433,-122.02799779
100,"7-ELEVEN FOOD STORE #14202","1540 SOLANO AVE","Albany","CA","94706",37.89099181,-122.28587882
101,"7-ELEVEN FOOD STORE #14203","1880 4TH ST","Livermore","CA","94550",37.67794581,-121.77289361
102,"7-ELEVEN FOOD STORE #14204","333 E 14TH ST","San Leandro","CA","94577",37.73339062,-122.16236212
103,"7-ELEVEN FOOD STORE #14205","39989 FARWELL DR","Fremont","CA","94538",37.52521805,-121.98732506
104,"7-ELEVEN FOOD STORE #15911","5255 MOWRY AVE E","Fremont","CA","94536",37.53377171,-122.00052289
105,"7-ELEVEN FOOD STORE #16086","3760 HOPYARD RD","Pleasanton","CA","94588",37.68119834,-121.90393389
106,"7-ELEVEN FOOD STORE #16104","32215 ALVARADO NILES RD","Union City","CA","94587",37.59671176,-122.05615112
107,"7-ELEVEN FOOD STORE #16267","190 WASHINGTON BLVD","Fremont","CA","94539",0,0
108,"7-ELEVEN FOOD STORE #16824","2609 DECOTO RD","Union City","CA","94587",37.58275801,-122.02322117
109,"7-ELEVEN FOOD STORE #17008","1240 MANOR BLVD","San Leandro","CA","94578",37.69120273,-122.15427848
110,"7-ELEVEN FOOD STORE #17321","4307 VALLEY AVE","Pleasanton","CA","94566",37.67668095,-121.87624896
111,"7-ELEVEN FOOD STORE #18177","130 HARDER RD","Hayward","CA","94544",37.64950577,-122.07612131
112,"7-ELEVEN FOOD STORE #18348","24476 MISSION BLVD","Hayward","CA","94544",37.66390079,-122.07677333
113,"7-ELEVEN FOOD STORE #18608","4100 BROADWAY","Oakland","CA","94611",37.82909334,-122.25569504
114,"7-ELEVEN FOOD STORE #18825","339 JACKSON ST","Hayward","CA","94544",37.66158691,-122.08473122
115,"7-ELEVEN FOOD STORE #18916","35015 FREMONT BLVD","Fremont","CA","94536",37.5700099,-122.03074247
116,"7-ELEVEN FOOD STORE #19250","13792 E 14TH ST","San Leandro","CA","94578",37.714583,-122.14175958
117,"7-ELEVEN FOOD STORE # 19673","7288 THORNTON AVE","Newark","CA","94560",37.53025702,-122.03758543
118,"7-ELEVEN FOOD STORE #20009","2350 HARRISON ST","Oakland","CA","94610",37.81194775,-122.26189155
119,"7-ELEVEN FOOD STORE #20273","1126 DAVIS ST","San Leandro","CA","94577",0,0
120,"7-ELEVEN FOOD STORE #20364","15105 HESPERIAN BLVD","San Leandro","CA","94578",37.70184052,-122.12998693
121,"7-ELEVEN FOOD STORE #21427","915 WHIPPLE RD","Union City","CA","94587",37.60595559,-122.03109985
122,"7-ELEVEN FOOD STORE #2366-24109C","40820 FREMONT BLVD","Fremont","CA","94538",37.53450013,-121.96195381
123,"7-ELEVEN FOOD STORE #2369-18608E","4100 BROADWAY","Oakland","CA","94611",37.82909334,-122.25569504
124,"7-ELEVEN FOOD STORE #24109","40820 FREMONT BLVD","Fremont","CA","94538",37.53450013,-121.96195381
125,"7-ELEVEN FOOD STORE #25693","930 SPRINGTOWN BLVD","Livermore","CA","94550",37.70524332,-121.7409007
126,"7-ELEVEN FOOD STORE #26343","38003 MISSION BLVD","Fremont","CA","94536",37.5767707,-121.97195679
127,"7-ELEVEN FOOD STORE #26596","46650 MOHAVE DR","Fremont","CA","94539",37.49151352,-121.92568802
128,"7-ELEVEN FOOD STORE #26872","324 23RD AVE","Oakland","CA","94606",37.77514357,-122.23616047
129,"7-ELEVEN FOOD STORE #32181","4193 PIEDMONT AVE","Oakland","CA","94611",37.82779618,-122.25060088
130,"7-ELEVEN FOOD STORE #32734","2222 LAS POSITAS RD","Livermore","CA","94550",37.69793062,-121.77174865
131,"7-ELEVEN FOOD STORE #3744","3868 DELAWARE DR","Fremont","CA","94536",37.5194006,-121.95395817
132,"7-ELEVEN STORE #29519","22317 REDWOOD RD","Castro Valley","CA","94546",37.68481807,-122.0736159
133,"7-ELEVEN STORE #33163","7100 DOUGHERTY RD","Dublin","CA","94568",37.71888374,-121.91069655
134,"7-ELEVEN STORE #36020","15609 HESPERIAN BLVD","San Lorenzo","CA","94580",37.68613916,-122.13001234
135,"7-ELEVEN STORE #39594","41700 GRIMMER BLVD","Fremont","CA","94538",37.52057506,-121.96857265
136,"7 HILLS FOOD STORE","101 APPIAN WAY","Union City","CA","94587",37.59317844,-122.00154704
137,"7 STAR DONUT","3060 E 9TH ST D","Oakland","CA","94601",37.77447516,-122.23110107
138,"7-STAR FOOD STORE","29633 MISSION BLVD","Hayward","CA","94544",37.62998391,-122.04730324
139,"7TH STREET FOOD & LIQUORS","1460 7TH ST","Oakland","CA","94607",37.80549114,-122.29560983
140,"82ND PRODUCE","8201 INTERNATIONAL BLVD","Oakland","CA","94621",37.75459519,-122.17808803
141,"84 MARKET","51 WRIGHT BROTHERS AVE B","Livermore","CA","94551",37.68988399,-121.80218851
142,"84 TERIYAKI","51 WRIGHT BROTHERS AVE D","Livermore","CA","94551",37.68988399,-121.80218851
143,"85 DEGREES BAKERY CAFE","35201 NEWARK BLVD V","Newark","CA","94560",37.54962044,-122.04766152
144,"85 DEGREES BAKERY CAFE (WAREHOUSE)","35249 NEWARK BLVD C","Newark","CA","94560",37.54943426,-122.04728013
145,"880 OUTBACK STEAKHOUSE","5525 STEVENSON BLVD","Fremont","CA","94538",37.52379637,-121.98675094
146,"88 CHINESE RESTAURANT","15809 CHANNEL ST","San Lorenzo","CA","94580",37.67569487,-122.14168877
147,"88 FOOD MARKET","14405 E 14TH ST","San Leandro","CA","94578",37.71070995,-122.13639018
148,"88 MARKET","15056 FARNSWORTH ST","San Leandro","CA","94579",37.69038451,-122.15161243
149,"88 SPORTS BAR & KOREAN GRILL","2431 CENTRAL AVE","Alameda","CA","94501",37.76382003,-122.24186669
150,"8TH STREET CAFE","337 8TH ST","Oakland","CA","94607",37.7991828,-122.27121482
151,"8-TWELVE ORIENTAL MARKET","596 E 14TH ST","San Leandro","CA","94577",37.73049509,-122.16017094
152,"9119 CAFE","39119 CEDAR BLVD","Newark","CA","94560",37.52334261,-122.00461472
153,"938 CRAWFISH","938 SAN PABLO AVE","Albany","CA","94706",37.88899042,-122.29853549
154,"99 CENTS","1114 W TENNYSON RD","Hayward","CA","94544",37.63132268,-122.07761491
155,"99 CENTS ONLY STORE #180","699 LEWELLING BLVD","San Leandro","CA","94579",37.6866784,-122.13499695
156,"99 CENTS ONLY STORE #217","20882 MISSION BLVD","Hayward","CA","94541",37.68447328,-122.09907834
157,"99 CENTS ONLY STORE #278","1440 7TH ST","Oakland","CA","94607",37.8054442,-122.29539808
158,"99 CENTS ONLY STORE #320","41989 FREMONT BLVD","Fremont","CA","94538",37.52668586,-121.95809151
159,"99 CENT & UP","24554 HESPERIAN DR","Hayward","CA","94545",37.64879674,-122.1076614
160,"99 RANCH MARKET","34444 FREMONT BLVD","Fremont","CA","94555",37.57457485,-122.03993247
161,"99 RANCH MARKET","35219 NEWARK BLVD B","Newark","CA","94560",37.54955062,-122.0475185
162,"99 RANCH MARKET","4299 ROSEWOOD DR","Pleasanton","CA","94588",37.69919613,-121.87573619
163,"99 RANCH MARKET","46881 WARM SPRINGS BLVD","Fremont","CA","94539",37.48477685,-121.92657483
164,"99 RANCH MARKET #62","34444 FREMONT BLVD","Fremont","CA","94555",37.57457981,-122.03994561
165,"99 RANCH MARKET #71","7333 REGIONAL  ST","Dublin","CA","94568",37.70455804,-121.93450655
166,"99 RANCH MARKET DELI","35219 NEWARK BLVD B","Newark","CA","94560",37.54955062,-122.0475185
167,"99 RANCH MARKET DELI #83","35219 NEWARK BLVD B","Newark","CA","94560",37.54955557,-122.04753163
168,"99 STORES","43410 GRIMMER BLVD","Fremont","CA","94538",37.51028865,-121.96363547
169,"9 CATERING SERVICES","1607 63RD ST","Emeryville","CA","94608",37.84355759,-122.29182062
170,"A-1 MARKET","1420 ENCINAL AVE","Alameda","CA","94501",37.7699124,-122.26118323
171,"A 2 CAFE","5212 BROADWAY","Oakland","CA","94618",37.83596348,-122.25141075
172,"A & A CORNER","2520 FOOTHILL BLVD","Oakland","CA","94601",0,0
173,"AA FUSION GOURMET","381 15TH ST","Oakland","CA","94612",37.80446984,-122.26848731
174,"AAHMES SHRINE EVENT CENTER","170 LINDBERGH AVE","Livermore","CA","94551",37.69757176,-121.8101517
175,"AANGAN RESTAURANT","854 56 SAN PABLO AVE","Albany","CA","94706",37.89107767,-122.29928261
176,"AA'S MARKET","218 A ST","Hayward","CA","94541",37.66813877,-122.09672459
177,"ABC LIQUORS","39485 FREMONT BLVD","Fremont","CA","94538",37.5449906,-121.98130827
178,"ABE PETROLEUM","33090 MISSION BLVD","Union City","CA","94587",37.60898258,-122.02312081
179,"ABERDEEN CAFE","46831 WARM SPRINGS BLVD","Fremont","CA","94539",37.48903206,-121.92897754
180,"ABESHA ETHIOPIAN CUISINE","4929 SHATTUCK AVE","Oakland","CA","94609",37.83588712,-122.26393332
181,"ABE'S LIQUORS","35236 NEWARK BLVD","Newark","CA","94560",37.5494606,-122.0472681
182,"ABE'S LOTTO LIQUOR","10125 INTERNATIONAL BLVD","Oakland","CA","94603",37.74232046,-122.16901118
183,"ABIGAIL","1132 BALLENA BLVD","Alameda","CA","94501",37.76726953,-122.28825127
184,"ABIGAIL CAFE & DELI","1132 BALLENA BLVD","Alameda","CA","94501",37.76727449,-122.28826447
185,"ABODE SERVICES","588 BROWN RD","Fremont","CA","94539",37.49485472,-121.92765603
186,"A & B SEAFOOD INC","392 8TH ST","Oakland","CA","94607",37.7994953,-122.27194057
187,"ABYSSINIA MARKET","2525 TELEGRAPH AVE","Oakland","CA","94609",37.81401471,-122.26847695
188,"ACACIA CREEK AND MASONIC HOMES","34400 MISSION BLVD","Union City","CA","94587",37.597147,-122.00981142
189,"ACADIA HEALTH","608 MAIN ST","Pleasanton","CA","94566",37.66066065,-121.87572963
190,"ACAPULCO RESTAURANT","2100 LINCOLN AVE","Alameda","CA","94501",0,0
191,"ACATLAN ICE CREAM COMMISSARY","21724 MEEKLAND AVE","Hayward","CA","94541",37.67215366,-122.10491579
192,"ACHIEVE ACADEMY","1700 28TH AVE","Oakland","CA","94601",37.78209964,-122.22774971
193,"A COTE","5478 COLLEGE AVE","Oakland","CA","94618",37.84144792,-122.25144084
194,"ACQUA E FARINA","22622 MAIN ST","Hayward","CA","94541",37.6755385,-122.08518834
195,"ACTS FULL GOSPEL CHRISTIAN ACADEMY","1034 66TH AVE","Oakland","CA","94621",37.75893531,-122.19808696
196,"ACTUAL CAFE","6334 SAN PABLO AVE","Oakland","CA","94608",37.84704644,-122.28501986
197,"ADAM'S MEDITERRANEAN GRILL AND CAFE","1440 42 FRANKLIN ST","Oakland","CA","94612",37.8047589,-122.2693804
198,"ADDIS ETHIOPIAN RESTAURANT","6100 TELEGRAPH AVE","Oakland","CA","94609",37.84739931,-122.26088408
199,"ADELA'S VIDEOTECA","14278 E 14TH ST F","San Leandro","CA","94578",37.71173721,-122.13779884
200,"ADELINE GROCERY INC","749 ADELINE ST","Oakland","CA","94607",37.8054252,-122.2876626
201,"ADELINE LIQUORS","5702 ADELINE ST","Oakland","CA","94608",37.84191634,-122.27422234
202,"ADESSO","4395 PIEDMONT AVE","Oakland","CA","94611",37.83001757,-122.24767265
203,"ADNAN MARKET","2539 MARKET ST","Oakland","CA","94607",37.81679772,-122.27782879
204,"ADOBO CONNECTION","1719 DECOTO RD","Union City","CA","94587",37.58747239,-122.02157409
205,"ADOBOLICIOUS FILIPINO CUISINE","4812 THORNTON AVE A","Fremont","CA","94536",37.54994235,-122.02013834
206,"ADVANTAGE WAYPOINT","2900 COLLIER CANYON RD","Livermore","CA","94551",37.70622979,-121.80543397
207,"AEHR TEST SYSTEMS","400 KATO TER","Fremont","CA","94539",37.4656331,-121.91921029
208,"AFC CORP/ SAFEWAY #2708","2227 SOUTH SHORE CTR","Alameda","CA","94501",37.75788191,-122.25351561
209,"AFC SUSHI","20629 REDWOOD RD","Castro Valley","CA","94546",37.69758819,-122.0739929
210,"AFC SUSHI & HOT WOK @ RALEY'S","5420 SUNOL BLVD","Pleasanton","CA","94566",37.65030972,-121.88042859
211,"AFC SUSHI @ NOBHILL #631","919 E STANLEY BLVD","Livermore","CA","94550",37.6783206,-121.78537436
212,"AFC SUSHI @ NOB HILL #632","2531 BLANDING AVE","Alameda","CA","94501",37.76941209,-122.23516348
213,"AFC SUSHI @ RALEY'S #314","6397 JARVIS AVE","Newark","CA","94560",37.54699903,-122.05218922
214,"AFC SUSHI @ RALEY'S # 315","39200 PASEO PADRE PKWY","Fremont","CA","94538",37.55302884,-121.97999805
215,"AFC SUSHI @ SAFEWAY #1197","1790 DECOTO RD","Union City","CA","94587",37.58894047,-122.02089145
216,"AFC SUSHI @ SAFEWAY #1224","5877 JARVIS AVE","Newark","CA","94560",37.55180643,-122.04819306
217,"AFC SUSHI @ SAFEWAY #1257","4495 FIRST ST","Livermore","CA","94551",37.69707348,-121.7437273
218,"AFC SUSHI @ SAFEWAY #1953","7499 DUBLIN BLVD","Dublin","CA","94568",37.70439367,-121.92883072
219,"AFC SUSHI @ SAFEWAY #2870","6310 COLLEGE AVE","Oakland","CA","94618",37.84977813,-122.25232377
220,"AFC SUSHI @ SAFEWAY #309","39100 ARGONAUT WAY","Fremont","CA","94536",37.54474544,-121.98940398
221,"AFC SUSHI @ SAFEWAY #3281","2600 FIFTH ST","Alameda","CA","94501",24.77159498,175.22613838
222,"AFC SUSHI @ SAFEWAY #910","1554 FIRST ST","Livermore","CA","94550",37.67930642,-121.7765857
223,"AFC SUSHI @ SAFEWAY #951","867 ISLAND DR","Alameda","CA","94502",37.73638756,-122.23948409
224,"AFC SUSHI/ SAFEWAY 971","22280 FOOTHILL BLVD","Hayward","CA","94541",37.67819098,-122.08380288
225,"AFC SUSHI @ SAFEWAY #993","3902 WASHINGTON BLVD","Fremont","CA","94538",37.53266212,-121.95759718
226,"AFC SUSHI @ SAFEWAY #994","1499 WASHINGTON ST","San Leandro","CA","94577",37.72345119,-122.15539682
227,"AFC SUSHI @ SAFEWAY STORE #1931","46848 MISSION BLVD","Fremont","CA","94539",37.49065533,-121.92853957
228,"AFD CATERING INC","2430 WHIPPLE RD","Hayward","CA","94544",37.60637686,-122.06106141
229,"AFGHAN MARKET","27521 TAMPA AVE","Hayward","CA","94544",37.63274349,-122.07572774
230,"AFGHAN VILLAGE","5698 THORNTON AVE","Newark","CA","94560",37.54025014,-122.02788815
231,"AFGHAN VILLAGE RESTAURANT","5698 THORNTON AVE","Newark","CA","94560",37.54024519,-122.02787502
232,"AFRICAN CARIBBEAN MARKET","547 8TH ST","Oakland","CA","94607",37.80111195,-122.27612582
233,"AGE SONG TREFF CAFE","1440 40TH ST","Emeryville","CA","94608",37.82953499,-122.28732725
234,"A.G. FERRARI FOODS","14234 CATALINA ST","San Leandro","CA","94577",37.69671452,-122.17286009
235,"AG FERRARI FOODS","2000 N LOOP RD","Alameda","CA","94502",37.72991797,-122.24297501
236,"A G FERRARI FOODS","4001 PIEDMONT AVE A","Oakland","CA","94618",37.82586267,-122.25315125
237,"A G FERRARI FOODS","6119 LA SALLE AVE","Oakland","CA","94611",37.82646551,-122.2101042
238,"AGGIE'S HOT DOG AND HAMBURGERS","19600 HESPERIAN BLVD","Hayward","CA","94541",37.66788482,-122.11946746
239,"A & G MARKET","1849 E 21ST ST","Oakland","CA","94606",37.79346143,-122.23958261
240,"AHADU ETHIOPIAN RESTAURANT","6430 TELEGRAPH AVE","Oakland","CA","94609",37.85091353,-122.26038715
241,"A+ HK STYLE CAFE","46260 WARM SPRINGS BLVD","Fremont","CA","94539",37.49257123,-121.93095214
242,"AHN'S QUARTER LB BURGER","439 GRAND AVE","Oakland","CA","94610",37.80884762,-122.25495013
243,"AIBAN MARKET","701 60TH ST","Oakland","CA","94609",37.84537195,-122.26900281
244,"AIM MARKET","85 DURANT AVE","San Leandro","CA","94577",37.7370659,-122.1616827
245,"AIR BAR","492 9TH ST","Oakland","CA","94607",37.80153427,-122.27495326
246,"AIRWAYS SANDWICH AND PUB","51 WRIGHT BROTHERS AVE A","Livermore","CA","94551",37.68988399,-121.80218851
247,"AISLE ONE NOB HILL FOODS AT FUEL","2681 BLANDING AVE","Alameda","CA","94501",37.76869484,-122.23379882
248,"A & J CAFE","288 11TH ST D","Oakland","CA","94607",37.80102549,-122.26928773
249,"AJISEN FREMONT","47890 WARM SPRINGS BLVD","Fremont","CA","94539",37.4766959,-121.92060301
250,"AJ'S COFFEE INC","22600 CENTER ST","Hayward","CA","94541",37.68417433,-122.06365902
251,"AKAIHANA JAPANESE RESTAURANT","22560 FOOTHILL BLVD","Hayward","CA","94541",37.67444482,-122.0812348
252,"A-KAT CAFE KALLI","1603 2ND AVE","Oakland","CA","94606",37.79901906,-122.25485062
253,"A K MARKET & GROCERIES","17651 MEEKLAND AVE","Hayward","CA","94541",37.68301334,-122.11569941
254,"AK SERVICES","4707 FIRST ST","Livermore","CA","94551",37.69826957,-121.74286995
255,"AK THE HEART CAFE","6038 STEVENSON BLVD","Fremont","CA","94538",37.50769039,-121.99642971
256,"ALAMEDA BAGELS & DONUTS","1227 PARK ST","Alameda","CA","94501",37.76163033,-122.24502926
